"","SUBJECT.NAME","Obesity.BMI","Obesity.BodyLength","Obesity.Date.Month","Obesity.Date.Year","Obesity.Date.Season","Obesity.Date.StudyStartSeconds","Obesity.Date.Hour","Obesity.Date.StudyDay","GENDER","Obesity.EndNormalBW","CoatColour","CageDensity","Litter","cage","Biochem.Albumin","Biochem.ALP","Biochem.ALT","Biochem.AST","Biochem.Calcium","Biochem.Chloride","Biochem.Creatinine","Biochem.Glucose","Biochem.HDL","Biochem.LDL","Biochem.Phosphorous","Biochem.Potassium","Biochem.Sodium","Biochem.Tot.Cholesterol","Biochem.Tot.Protein","Biochem.Triglycerides","Biochem.Urea","Biochem.EndNormalBW","Biochem.Date.StudyDay","Biochem.Date.Season","Biochem.Date.Month","Biochem.Date.Year","Biochem.Age"
"1384","A067040812",-0.456275815114959,7.6,10,2003,"autumn",22982400,0,267,"M",26.4,"chocolate",6,1,"42B",28.8,147,22,74,2.05,97,19,7.12,1.8,0.43,3.08,NA,133,3.04,51.1,0.3,7.2,26.4,298,"autumn",11,2003,64
"1385","A067041079",-0.429724915112704,6.9,9,2003,"autumn",21772800,0,253,"F",20,"dark.brown",5,5,"40F",24.9,86,87,NA,1.74,90,19,5.49,1.04,0.22,2.79,NA,123,2.54,NA,0.22,8.3,20,285,"autumn",10,2003,63
"1386","A067041379",-0.455931955649724,8,9,2003,"autumn",21168000,0,246,"M",23,"black",3,3,"39A",NA,110,23,70,2.05,94,NA,10,1.84,0.42,2.54,NA,131,3.13,46.4,1.02,8.4,23,277,"autumn",10,2003,63
"1387","A067042073",-0.548660758473412,7.8,11,2003,"autumn",25401600,0,295,"F",19.8,"chocolate",4,2,"46E",28.1,131,8,136,2,94,17,8.02,1.23,0.29,2.51,NA,128,2.48,47.9,0.19,7.6,19.8,327,"winter",12,2003,68
"1388","A067042331",-0.452071534836486,8,1,2004,"winter",30240000,0,351,"M",25.3,"black",6,1,"54A",28.8,159,24,80,2.16,98,NA,NA,1.91,0.46,NA,NA,134,3.28,50.9,1.05,6.6,25.3,382,"winter",2,2004,63
"1389","A067043333",-0.541490994490617,8.3,5,2004,"spring",41126400,0,477,"F",22,"black",6,3,"72F",28.9,112,7,162,1.79,84,19,9.46,1.1,0.38,NA,NA,116,3.09,46.1,NA,5.6,22,509,"summer",6,2004,74
"1390","A067043528",-0.502675359192051,7,11,2003,"autumn",25401600,0,295,"F",19,"chocolate",6,3,"46F",26.5,115,NA,NA,1.7,95,19,8.56,1.07,0.3,3.39,NA,126,2.61,42.3,0.15,7.5,19,327,"winter",12,2003,69
"1391","A067043604",-0.372537281093511,7.3,9,2003,"autumn",21772800,0,253,"M",26.7,"dark.brown",6,1,"40A",31.3,140,37,132,2.26,99,22,10.03,2.24,0.68,2.91,NA,140,4.04,NA,0.92,10.7,26.7,284,"autumn",10,2003,62
"1392","A067044113",-0.394207260325306,7.3,11,2003,"autumn",24796800,0,288,"M",25.5,"light.brown",5,1,"45B",28.8,183,64,160,2.17,99,19,9.95,2.1,0.61,2.29,NA,136,3.67,51.8,0.65,6.4,25.5,319,"winter",12,2003,67
"1393","A067052379",-0.50580972194195,7.7,11,2003,"autumn",25401600,0,295,"F",21,"chocolate",6,6,"46G",32.6,150,15,109,2.1,98,NA,7.3,2.07,0.27,1.59,NA,135,3.25,53.1,0.28,6.2,21,327,"winter",12,2003,64
"1394","A067052871",-0.42603832517074,7.9,1,2004,"winter",30240000,0,351,"M",30.5,"chocolate",5,4,"54C",30.2,151,18,82,2.17,96,21,10.67,1.38,0.43,2.61,NA,131,3.1,51.5,0.41,6.7,30.5,382,"winter",2,2004,63
"1395","A067054621",-0.398823490921885,8.3,9,2003,"autumn",21168000,0,246,"M",27.3,"chocolate",3,2,"39C",25.8,88,22,62,2.18,96,22,NA,1.98,0.55,2.33,NA,134,3.29,NA,0.44,6,27.3,277,"autumn",10,2003,67
"1396","A067054794",-0.426863262932311,7.2,1,2004,"winter",30240000,0,351,"M",24.2,"chocolate",5,1,"54B",30.6,121,23,86,2.2,100,22,11.75,1.53,0.29,2.49,NA,135,2.66,51.8,0.29,6.8,24.2,382,"winter",2,2004,63
"1397","A067054841",-0.377991756137973,6.7,11,2003,"autumn",26006400,0,302,"M",23.3,"black",7,1,"47B",31,49,NA,405,1.59,83,NA,8.37,1.41,0.45,2.25,NA,112,4.15,50.5,1.4,5.5,23.3,333,"winter",12,2003,67
"1398","A067056015",-0.474629992824477,7.1,10,2003,"autumn",22982400,0,267,"F",19.6,"light.brown",7,2,"42E",29.5,101,20,119,1.74,91,18,5.99,1.07,0.34,2.77,NA,132,3.02,47.9,0.1,6.9,19.6,299,"autumn",11,2003,64
"1399","A067056291",-0.531030497299884,8.8,1,2004,"winter",30240000,0,351,"M",25.5,"chocolate",5,1,"54B",30.3,144,19,86,2.08,98,20,6.59,1.52,0.78,2.36,NA,131,3.85,54.6,NA,7.2,25.5,382,"winter",2,2004,63
"1400","A067057327",-0.447759964192429,7.6,9,2003,"autumn",21168000,0,246,"F",20.8,"chocolate",5,3,"39E",33.3,147,19,82,2.43,109,21,10.8,1.65,0.41,3.04,NA,148,2.8,NA,0.49,8.3,20.8,278,"autumn",10,2003,64
"1401","A067058613",-0.492443951914216,7.5,11,2003,"autumn",26611200,0,309,"F",22.2,"light.brown",4,2,"48D",31.4,217,19,125,1.98,94,NA,6.03,0.95,0.28,2.56,NA,126,2.5,50.4,0.3,6.9,22.2,354,"winter",1,2004,64
"1402","A067059802",-0.352937156844944,7.2,11,2003,"autumn",25401600,0,295,"M",25.3,"lead",4,2,"46A",27.8,147,20,84,2.17,105,23,4.15,2.63,0.4,2.92,NA,139,3.83,50.9,0.56,6.8,25.3,327,"winter",12,2003,67
"1403","A067060370",-0.464565217775626,7.5,9,2003,"autumn",20563200,0,239,"F",23,"light.brown",5,1,"38H",NA,175,NA,74,1.96,90,NA,12.76,NA,0.41,2.44,NA,127,2.11,40.8,0.35,9.8,23,271,"autumn",10,2003,65
"1404","A067061808",-0.447892119288083,7.3,11,2003,"autumn",25401600,0,295,"M",23.7,"lead",4,2,"46A",36.7,170,17,100,2.17,104,23,8.32,1.76,0.57,3.37,NA,141,4.11,NA,0.22,7.1,23.7,327,"winter",12,2003,67
"1405","A067063288",-0.503859610483728,7.1,10,2003,"autumn",22377600,0,260,"F",17.4,"chocolate",4,2,"41E",30.6,160,55,317,1.91,93,18,10.57,1.07,0.38,2.22,NA,125,2.42,50.6,0.21,10.2,17.4,292,"autumn",11,2003,67
"1406","A067063313",-0.432041517361598,6.7,11,2003,"autumn",26006400,0,302,"F",19,"black",4,1,"47F",33.6,160,16,145,1.93,92,NA,6.02,0.97,0.51,2.9,NA,125,3.06,51.7,NA,8.9,19,334,"winter",12,2003,69
"1407","A067063876",-0.400200002402936,6.8,9,2003,"autumn",21168000,0,246,"F",15.9,"albino",5,2,"39G",33.2,83,15,116,2.19,102,20,6.54,1.24,0.52,2.24,NA,141,2.43,NA,0.21,NA,15.9,278,"autumn",10,2003,68
"1408","A067067814",-0.490209628526969,8,4,2004,"spring",39916800,0,463,"F",22.6,"black",4,4,"70E",31,87,16,72,1.99,93,19,11.27,1.18,0.29,NA,NA,122,2.58,50.2,0.25,8.4,22.6,495,"spring",5,2004,72
"1409","A067073289",-0.471373215137606,7.3,9,2003,"autumn",21772800,0,253,"F",19.9,"silverado",4,2,"40D",32.2,143,15,85,2.15,97,21,8.86,1.31,0.28,2.29,NA,130,2.28,NA,0.43,7.2,19.9,285,"autumn",10,2003,62
"1410","A067076637",-0.401729603092759,6.7,4,2004,"spring",37929600,0,440,"F",22.5,"chocolate",5,1,"71E",31,167,27,74,2.29,101,18,6.22,1.58,0.59,2.69,NA,140,2.81,52.9,0.36,7.7,22.5,NA,NA,NA,NA,71
"1411","A067076869",-0.485304703773864,7.5,9,2003,"autumn",20563200,0,239,"F",23.1,"chocolate",4,5,"38F",NA,134,8,88,2.12,92,NA,10.17,1.3,0.33,NA,NA,129,1.42,44.6,0.48,7,23.1,271,"autumn",10,2003,64
"1412","A067077564",-0.356054411352172,7.8,7,2004,"summer",45964800,0,533,"M",30.4,"dark.brown",5,3,"80B",28.6,128,20,70,2.26,107,19,10.69,2.05,0.46,2.25,NA,144,3.32,52.9,NA,8.8,30.4,564,"summer",8,2004,76
"1413","A067078301",-0.390458776392724,8.1,5,2004,"spring",41731200,0,484,"M",30.7,"light.brown",6,5,"73A",28.3,113,NA,NA,2.2,105,23,9.26,1.69,0.38,NA,NA,142,3.04,52.7,0.29,8.7,30.7,515,"summer",6,2004,71
"1414","A067078340",-0.482260894372074,8.5,4,2004,"spring",37929600,0,440,"M",23.9,"chocolate",5,1,"71C",26.9,99,27,73,2.07,99,24,10.44,2.95,0.42,2.03,NA,133,4.25,48.9,0.53,7.9,23.9,501,"summer",6,2004,76
"1415","A067078777",-0.434524956740359,7.7,11,2003,"autumn",26611200,0,309,"M",26.8,"chocolate",4,3,"48A",33.8,169,80,343,2.07,98,20,NA,1.98,0.42,2.75,NA,131,3.62,57.9,0.54,9.4,26.8,354,"winter",1,2004,65
"1416","A067079580",-0.586521116379026,8.1,4,2004,"spring",37929600,0,440,"F",19.3,"black",5,1,"71D",33.9,103,26,129,2.01,91,22,11.78,1.79,0.41,NA,NA,124,3.82,54.9,0.3,7.5,19.3,NA,NA,NA,NA,77
"1417","A067079792",-0.421979776726178,6.8,11,2003,"autumn",26611200,0,309,"M",23.8,"chocolate",6,3,"48C",31.8,208,NA,178,2,91,NA,7.67,1,0.5,NA,NA,121,3.95,54.9,0.22,8.7,23.8,354,"winter",1,2004,63
"1418","A067080099",-0.405851507176619,7.1,4,2004,"spring",37929600,0,440,"F",22,"chocolate",5,1,"71D",29.7,118,20,70,2.09,99,19,9.99,1.8,0.4,2,NA,132,3.09,49.8,0.61,10.9,22,NA,NA,NA,NA,77
"1419","A067080581",-0.508352492083741,7,9,2003,"autumn",20563200,0,239,"F",18.6,"chocolate",4,1,"38E",NA,140,8,116,1.87,86,NA,5.33,1.1,0.39,3.3,NA,118,2.53,43,0.43,6.9,18.6,271,"autumn",10,2003,66
"1420","A067081094",-0.445152048644621,7.2,12,2003,"winter",27216000,0,316,"F",24.3,"black",4,1,"49E",30.3,104,24,117,2.12,99,NA,9.52,1.46,0.34,2.01,NA,128,2.67,49.1,0.34,5,24.3,361,"winter",1,2004,79
"1421","A067081584",-0.480593817313855,7.6,10,2003,"autumn",22982400,0,267,"M",22,"chocolate",4,5,"42A",28.8,200,25,84,2.18,101,22,12.78,2.24,0.48,2.54,NA,136,3.5,50.7,0.48,9.1,22,298,"autumn",11,2003,62
"1422","A067082791",-0.410675374783994,7.3,9,2003,"autumn",21772800,0,253,"M",26.4,"light.brown",6,1,"40A",30.6,208,22,99,2.28,99,26,9.67,NA,NA,2.5,NA,138,NA,NA,0.95,9.5,26.4,284,"autumn",10,2003,62
"1423","A067083019",-0.436268688912093,6.4,11,2003,"autumn",24796800,0,288,"F",16.2,"light.brown",6,1,"45F",29.6,107,17,197,1.64,81,22,5.58,0.77,0.66,2.61,NA,113,3.3,45.9,NA,8.4,16.2,320,"winter",12,2003,68
"1424","A067084043",-0.452640444873437,6.5,11,2003,"autumn",26611200,0,309,"F",29,"black",5,3,"48F",29.5,110,52,371,1.95,94,NA,5.24,NA,0.29,3.15,NA,126,2.52,46.9,0.34,7.7,29,355,"winter",1,2004,64
"1425","A067085307",-0.485032753224244,7.1,10,2003,"autumn",22377600,0,260,"M",19.7,"chocolate",4,2,"41A",22.5,106,47,314,1.86,86,23,8.91,1.66,0.44,2.9,NA,117,2.65,NA,0.6,8.5,19.7,291,"autumn",11,2003,66
"1426","A067086003",-0.403559424176188,6.6,10,2003,"autumn",22982400,0,267,"F",21.3,"light.brown",7,2,"42E",26,101,21,77,1.9,90,17,10.85,1.08,0.32,2.42,NA,129,2.44,44.7,0.13,9,21.3,299,"autumn",11,2003,64
"1427","A067086264",-0.514594079875851,7.5,1,2004,"winter",30240000,0,351,"F",17.9,"black",3,1,"54F",32.1,150,NA,141,1.78,88,NA,7.02,0.78,0.39,2.41,NA,120,3.5,51.8,NA,5.3,17.9,383,"winter",2,2004,64
"1428","A067086368",-0.489722979219368,7.8,6,2004,"summer",45360000,0,526,"F",22,"dark.brown",6,4,"79E",29.7,82,15,99,1.91,93,NA,6.01,1.48,0.33,2.14,NA,126,2.99,49.8,0.32,8.1,22,558,"summer",7,2004,73
"1429","A067087083",-0.421742923344662,7.5,7,2004,"summer",45964800,0,533,"M",23.3,"lead",5,3,"80A",30.7,134,23,94,1.93,92,NA,8.77,1.2,0.58,2.8,NA,125,3.24,52.6,NA,7.3,23.3,564,"summer",8,2004,69
"1430","A067087359",-0.365755325300636,6.5,11,2003,"autumn",26611200,0,309,"M",29.6,"dark.brown",4,8,"48B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1431","A067088050",-0.363687175889545,7.6,10,2003,"autumn",24192000,0,281,"M",30.9,"albino",3,1,"44D",29.6,105,25,101,2.09,97,19,6.76,1.59,0.4,3.02,NA,132,3.52,52.8,NA,9.3,30.9,313,"autumn",11,2003,65
"1432","A067088260",-0.462815722665278,7.9,4,2004,"spring",39916800,0,463,"F",26.3,"light.brown",4,1,"70G",27.9,142,22,95,1.99,94,18,6.1,0.95,0.64,2.91,NA,127,2.59,47.3,0.17,8.6,26.3,495,"spring",5,2004,71
"1433","A067088817",-0.474115744579937,7.2,9,2003,"autumn",20563200,0,239,"F",21.5,"chocolate",4,5,"38F",NA,161,14,91,2.03,92,NA,6.41,1.99,0.35,2.58,NA,129,3.37,45.3,0.36,6.5,21.5,271,"autumn",10,2003,64
"1434","A067089071",-0.420683135810597,7,11,2003,"autumn",26611200,0,309,"M",25,"dark.brown",4,8,"48B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1435","A067089522",-0.343582346349445,7.5,11,2003,"autumn",26611200,0,309,"M",30.2,"DBA.grey",4,3,"48A",30.2,138,44,124,2.09,96,21,13.57,1.5,0.24,2.92,NA,133,2.91,54,0.75,6.2,30.2,354,"winter",1,2004,65
"1436","A067089542",-0.511952953877333,7.9,9,2003,"autumn",21168000,0,246,"F",19.1,"chocolate",6,1,"39F",31.9,204,30,100,2.22,97,20,4.21,1.48,NA,NA,NA,132,3.21,NA,0.58,9.8,19.1,278,"autumn",10,2003,65
"1437","A067089584",-0.405851507176619,7.1,10,2003,"autumn",23587200,0,274,"F",24.8,"sand",3,2,"43D",32.2,142,18,71,2.23,101,20,9.97,1.5,0.32,2.82,NA,139,2.8,53.4,0.2,7.6,24.8,305,"autumn",11,2003,69
"1438","A067089597",-0.49429642761928,7,11,2003,"autumn",25401600,0,295,"F",19.7,"lead",4,2,"46E",32.8,143,20,104,2.28,104,20,13.04,1.63,0.32,2.93,NA,142,2.79,53.4,0.21,8,19.7,327,"winter",12,2003,68
"1439","A067091318",-0.476618889733742,7.2,10,2003,"autumn",23587200,0,274,"F",19.7,"black",5,6,"43G",27.9,179,14,107,2.08,96,20,7.38,1.07,0.23,2.19,NA,128,2.01,47.9,0.32,10.1,19.7,306,"autumn",11,2003,66
"1440","A067091793",-0.520092849789386,8.3,11,2003,"autumn",25401600,0,295,"F",25.4,"chocolate",4,1,"46D",35.3,132,23,122,2.15,104,19,7.06,1.38,0.36,2.89,NA,140,3.44,56.4,0.1,7,25.4,327,"winter",12,2003,67
"1441","A067092301",-0.363830961105357,6.9,11,2003,"autumn",26611200,0,309,"M",28.5,"chocolate",6,3,"48C",29.1,184,22,103,2.02,96,18,6.43,1.61,0.3,2.39,NA,130,2.81,50.5,0.6,8.5,28.5,354,"winter",1,2004,63
"1442","A067092841",-0.443563849598821,7.6,6,2004,"summer",45360000,0,526,"F",22.9,"dark.brown",6,4,"79E",32.6,79,28,237,1.84,87,18,6.05,1.62,0.4,2.13,NA,116,4.14,52.9,NA,7.2,22.9,558,"summer",7,2004,73
"1443","A067092870",-0.499821144814839,7.2,12,2003,"winter",27216000,0,316,"F",21.3,"black",4,2,"49G",30.1,105,28,238,1.8,91,NA,9.02,0.94,0.39,2.32,NA,122,2.99,47.8,NA,7.8,21.3,361,"winter",1,2004,79
"1444","A067093029",-0.397940008672038,7.5,10,2003,"autumn",23587200,0,274,"M",26.7,"albino",4,1,"43A",26.7,113,73,161,2.18,98,28,NA,2.19,0.5,1.99,NA,132,3.51,48.7,0.67,9.7,26.7,305,"autumn",11,2003,69
"1445","A067094126",-0.45413114664837,7.6,10,2003,"autumn",24192000,0,281,"M",25.9,"chocolate",4,5,"44C",29.2,124,NA,329,1.9,87,17,6.84,1.26,0.41,2.81,NA,119,3.22,52,0.65,7.9,25.9,313,"autumn",11,2003,65
"1446","A067095101",-0.438625448792469,8.4,9,2003,"autumn",21168000,0,246,"M",27.5,"black",3,3,"39A",NA,101,87,195,2.26,99,NA,11.64,2.3,0.41,3.01,NA,137,3.52,50.4,0.68,7.7,27.5,277,"autumn",10,2003,63
"1447","A067095773",-0.434568904034199,6.8,10,2003,"autumn",24192000,0,281,"M",21.6,"sand",4,5,"44C",27.6,126,48,406,1.69,85,17,6.48,1.22,0.32,3.04,NA,112,3.14,48.1,0.26,6.8,21.6,313,"autumn",11,2003,65
"1448","A067096018",-0.37673560344436,7.4,12,2003,"winter",27216000,0,316,"M",28.1,"albino",3,2,"49C",29.4,129,NA,278,2.07,101,19,9.7,2.37,0.52,NA,NA,139,4.31,55.3,0.31,7.3,28.1,361,"winter",1,2004,82
"1449","A067098057",-0.421700684023379,6.7,10,2003,"autumn",23587200,0,274,"F",18.4,"light.brown",3,5,"43F",28.8,200,25,122,2.13,97,20,11.43,1.37,0.4,NA,NA,124,2.47,49.3,0.29,8.3,18.4,306,"autumn",11,2003,70
"1450","A067098816",-0.497269495803507,7.5,11,2003,"autumn",24796800,0,288,"M",22.3,"chocolate",5,1,"45B",27.3,165,19,109,2.04,98,19,7.22,2.42,0.4,2.21,NA,133,3.72,49.3,0.19,6.2,22.3,319,"winter",12,2003,67
"1451","A067099022",-0.479844113055136,8,10,2003,"autumn",22377600,0,260,"M",22.3,"chocolate",4,2,"41A",27.9,102,29,93,1.94,93,22,9.96,1.6,0.53,2.5,NA,127,3.5,NA,0.31,9,22.3,291,"autumn",11,2003,66
"1452","A067099043",-0.421742923344662,7.5,11,2003,"autumn",24796800,0,288,"M",26.2,"light.brown",6,1,"45A",32.7,164,30,104,2.44,102,26,NA,2.84,NA,2.67,8.1,143,4.66,56.5,NA,8.4,26.2,319,"winter",12,2003,67
"1453","A067099783",-0.452096695129257,7.1,10,2003,"autumn",22982400,0,267,"F",21.7,"black",4,3,"42D",27.2,127,18,113,1.73,88,18,10.29,1.12,0.31,2.26,NA,126,2.98,46.6,0.37,5.3,21.7,299,"autumn",11,2003,63
"1454","A067099841",-0.467088322480412,8.3,7,2004,"summer",45964800,0,533,"M",27.6,"black",5,1,"80D",25.2,129,18,58,2.01,98,17,7.68,2.58,0.49,2.01,NA,133,3.93,48.7,0.61,7,27.6,565,"summer",8,2004,71
"1455","A067100524",-0.420683135810597,7,11,2003,"autumn",26006400,0,302,"F",21.7,"DBA.grey",4,2,"47E",32,190,22,100,2.21,96,NA,5.87,1.54,0.5,3.13,NA,133,2.91,51.9,0.17,9.2,21.7,334,"winter",12,2003,66
"1456","A067103315",-0.505467329069799,7.4,11,2003,"autumn",26006400,0,302,"F",19.6,"black",4,2,"47E",31.3,153,16,157,2.07,92,NA,4.66,1.64,0.4,3.33,NA,126,3.6,52.6,0.21,6.9,19.6,334,"winter",12,2003,66
"1457","A067103887",-0.510576734848279,7.4,11,2003,"autumn",25401600,0,295,"F",20,"lead",4,2,"46E",26.3,152,11,104,2.05,92,20,11.34,1.63,0.39,2.49,NA,128,2.89,47.2,0.35,8,20,327,"winter",12,2003,68
"1458","A067104348",-0.40608809821635,7.9,9,2003,"autumn",20563200,0,239,"M",28.4,"dark.brown",4,2,"38C",NA,71,14,77,2.07,97,NA,13.21,1.71,0.29,2.6,NA,133,3.12,46.2,0.81,6.4,28.4,271,"autumn",10,2003,63
"1459","A067104802",-0.350448805302362,7.5,7,2004,"summer",45964800,0,533,"M",26.4,"chocolate",5,3,"80B",29,117,24,64,2.15,102,18,11.82,2.54,0.64,NA,NA,137,4.22,51.8,1.22,9.3,26.4,564,"summer",8,2004,76
"1460","A067106356",-0.435911391909708,7.2,11,2003,"autumn",26006400,0,302,"F",21.9,"light.brown",4,1,"47D",31.6,146,30,113,2.14,95,18,10.75,1.82,0.51,2.91,NA,128,3.73,53,NA,8.2,21.9,334,"winter",12,2003,64
"1461","A067107007",-0.419149682327699,7.3,9,2003,"autumn",21168000,0,246,"F",21.7,"chocolate",5,3,"39E",28.4,160,26,90,2.08,98,19,7.71,1.6,0.38,2.36,NA,133,2.75,NA,0.35,7.5,21.7,278,"autumn",10,2003,64
"1462","A067107069",-0.431363764158987,7.2,9,2003,"autumn",20563200,0,239,"F",22.5,"light.brown",5,1,"38H",NA,194,8,81,2.09,93,NA,5.34,1.4,0.34,2.51,NA,130,2.64,49,0.19,8.3,22.5,271,"autumn",10,2003,65
"1463","A067107590",-0.424244023036039,6.6,10,2003,"autumn",24192000,0,281,"F",22.4,"dark.brown",6,3,"44F",29.8,85,15,95,1.98,85,18,12.8,1.65,0.39,NA,NA,119,3.58,50,0.34,6.2,22.4,313,"autumn",11,2003,64
"1464","A067109370",-0.421706730629786,6.5,10,2003,"autumn",22377600,0,260,"F",18.2,"chocolate",6,7,"41G",26.2,137,20,80,1.9,89,22,8.37,1.42,0.33,2.39,NA,125,2.51,44.6,0.32,11.1,18.2,292,"autumn",11,2003,68
"1465","A067109611",-0.473034887846964,7.9,12,2003,"winter",29030400,0,337,"F",25.2,"chocolate",4,2,"52F",31.8,135,21,75,2.26,107,NA,9.37,1.79,0.27,1.87,NA,144,2.68,52.8,0.36,5.9,25.2,376,"winter",1,2004,71
"1466","A067109771",-0.320105539806957,7.3,9,2003,"autumn",21772800,0,253,"F",27,"albino",5,1,"40B",32.1,99,39,96,2.22,94,24,12.25,2.37,0.49,2.48,NA,131,4.37,NA,1.19,10.4,27,284,"autumn",10,2003,67
"1467","A067111287",-0.441480898450529,7.6,1,2004,"winter",30240000,0,351,"M",25.5,"chocolate",5,1,"54B",29.6,133,20,80,2.14,97,22,12.6,1.68,0.5,2.14,NA,133,3.56,54.8,0.35,6.1,25.5,382,"winter",2,2004,63
"1468","A067113538",-0.341891216980353,7,9,2003,"autumn",21772800,0,253,"M",30.1,"light.brown",6,1,"40A",31.2,223,31,108,2.52,109,27,13.52,2.88,NA,3.12,NA,154,4.7,NA,1.29,NA,30.1,284,"autumn",10,2003,62
"1469","A067113811",-0.396601657899775,7.2,11,2003,"autumn",26006400,0,302,"M",25.9,"black",7,1,"47B",36,91,NA,NA,2.04,90,18,13.73,2.07,0.54,2.17,NA,125,NA,NA,0.73,5.4,25.9,333,"winter",12,2003,67
"1470","A067114278",-0.518765340453303,7.2,11,2003,"autumn",26006400,0,302,"F",16.8,"chocolate",4,1,"47D",31.3,116,27,142,1.96,88,NA,10.57,0.96,0.34,2.89,NA,119,2.95,48.7,0.22,9.6,16.8,334,"winter",12,2003,64
"1471","A067115563",-0.464042919269907,7.8,11,2003,"autumn",24796800,0,288,"F",23.1,"chocolate",4,2,"45D",31.7,157,13,98,2.29,96,NA,NA,1.3,0.45,2.71,NA,132,2.9,53,0.27,7.5,23.1,320,"winter",12,2003,68
"1472","A067116556",-0.412127578533201,7.4,1,2004,"winter",30240000,0,351,"M",27.1,"chocolate",5,4,"54C",29.6,182,8,61,2.14,93,21,12.67,1.85,0.44,1.94,NA,130,3.32,51,0.25,5.8,27.1,382,"winter",2,2004,63
"1473","A067116848",-0.466574332255837,7.3,9,2003,"autumn",21168000,0,246,"F",17.9,"light.brown",6,1,"39F",30.8,209,28,145,2.11,101,21,6.91,1.48,0.4,2.58,NA,137,2.61,NA,0.35,11.6,17.9,278,"autumn",10,2003,65
"1474","A067117026",-0.43979693169585,7.8,11,2003,"autumn",24796800,0,288,"M",27.8,"light.brown",5,1,"45B",23.9,110,53,284,1.95,98,22,14.07,2.07,0.4,2.78,NA,132,3.57,45.9,0.43,6.5,27.8,319,"winter",12,2003,67
"1475","A067117351",-0.473792689261019,7.3,9,2003,"autumn",21772800,0,253,"F",21.3,"black",5,5,"40F",26.5,119,28,230,1.95,95,20,5.77,1.23,0.3,3.46,NA,131,2.37,NA,0.28,10.9,21.3,285,"autumn",10,2003,63
"1476","A067117798",-0.461969910647041,7.8,4,2004,"spring",39916800,0,463,"F",21.1,"black",4,4,"70E",26.3,45,16,76,1.91,90,20,NA,1.01,0.27,1.84,NA,122,2.08,43.5,0.64,6.7,21.1,495,"spring",5,2004,72
"1477","A067117838",-0.423763096485322,7.1,11,2003,"autumn",26006400,0,302,"M",22.1,"chocolate",7,1,"47B",29.9,132,17,87,2.03,89,17,NA,2.38,0.39,2.32,NA,125,3.94,53,NA,4.7,22.1,333,"winter",12,2003,67
"1478","A067117882",-0.393176218875974,6.8,11,2003,"autumn",26006400,0,302,"M",22.6,"chocolate",7,1,"47B",NA,120,NA,NA,1.92,89,NA,NA,1.68,0.5,2.01,NA,122,4.84,NA,0.51,5.2,22.6,333,"winter",12,2003,67
"1479","A067118074",-0.43734304904862,7,10,2003,"autumn",22377600,0,260,"F",20.5,"chocolate",6,7,"41G",26.9,63,21,97,1.88,88,NA,8.81,1.1,0.36,2.26,NA,123,2.49,45.7,0.16,8.5,20.5,292,"autumn",11,2003,68
"1480","A067118871",-0.438843990310686,7.3,10,2003,"autumn",24192000,0,281,"F",22.4,"sand",4,4,"44E",29.1,91,11,87,2,86,17,12.1,1.15,0.53,2.12,NA,120,2.68,48.8,0.23,7.7,22.4,313,"autumn",11,2003,68
"1481","A067118882",-0.441766524558755,7.8,9,2003,"autumn",20563200,0,239,"M",24.8,"albino",2,4,"38D",NA,NA,NA,NA,1.82,82,NA,7.26,NA,NA,2.26,NA,115,NA,NA,NA,11.3,24.8,271,"autumn",10,2003,65
"1482","A067118890",-0.513923902627411,8,9,2003,"autumn",21168000,0,246,"F",20.3,"light.brown",5,3,"39E",33.3,120,17,96,2.31,105,23,11.03,1.97,0.37,2.72,NA,144,3.36,NA,0.18,9.1,20.3,278,"autumn",10,2003,64
"1483","A067119082",-0.456275815114959,7.6,4,2004,"spring",39916800,0,463,"F",21.6,"chocolate",4,1,"70G",26.5,148,11,96,1.84,86,17,8.45,1.09,0.44,2.57,NA,120,2.55,46.5,0.13,6.3,21.6,495,"spring",5,2004,71
"1484","A067119610",-0.495225871536441,8.5,5,2004,"spring",41126400,0,477,"F",25.4,"chocolate",6,3,"72F",34.7,132,NA,148,1.97,92,20,10.35,0.99,0.63,2.85,NA,123,3.69,55,0.1,7.3,25.4,509,"summer",6,2004,74
"1485","A067120600",-0.463757293161681,8,11,2003,"autumn",25401600,0,295,"M",25.6,"chocolate",4,2,"46A",32.5,134,36,156,1.89,90,19,5.37,2.19,0.62,2.96,NA,122,4.8,58.3,0.26,7.7,25.6,327,"winter",12,2003,67
"1486","A067121332",-0.559725735673334,7.9,12,2003,"winter",27216000,0,316,"F",21.6,"light.brown",4,4,"49H",29.8,113,24,119,1.9,91,NA,7.36,1.41,0.46,1.9,NA,127,3.21,48,NA,6.9,21.6,361,"winter",1,2004,83
"1487","A067121382",-0.383815365980431,7.7,11,2003,"autumn",25401600,0,295,"M",30,"chocolate",3,1,"46C",35,113,19,136,2.22,101,21,8.74,2.27,0.53,2.95,NA,140,4.85,NA,NA,8.1,30,327,"winter",12,2003,67
